FULL VALIDATION MODE: 1978 prompts

=== MiniLM L6 v2 ===  (sentence-transformers/all-MiniLM-L6-v2)
 Loading weights:   0%|          | 0/103 [00:00<?, ?it/s] Loading weights: 100%|██████████| 103/103 [00:00<00:00, 18775.02it/s]
[1mBertModel LOAD REPORT[0m from: sentence-transformers/all-MiniLM-L6-v2
Key                     | Status     |  | 
------------------------+------------+--+-
embeddings.position_ids | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
  load       : 3.1s
  encode 1978 prompts: 3202ms total, 1.6ms/prompt   dim=384
  cos same-domain pairs: mean=0.389  diff-domain: mean=0.044  separation Δ=0.345

--- MiniLM head predictions ---
prompt                                               | top-1 (score)        | target ok?
Based on the given input, generate a new list with   | python             1.00 | ✗ (target=shell)
Name the Java abstract class used for user-defined   | typescript         0.98 | ✗ (target=shell)
Design a SQL query to select the top 5 movies base   | sql                1.00 | ✗ (target=shell)
Identify the Python statement used for looping.      | reasoning          1.00 | ✗ (target=shell)
Suggest a Python code for sorting a list of dictio   | python             1.00 | ✗ (target=shell)
Write a command line program in C++ which takes a    | cpp                1.00 | ✗ (target=shell)
Edit the following code to return the elements in    | python             1.00 | ✗ (target=shell)
Write a simple Bash script to display a welcome me   | shell              1.00 | ✓
Analyze and improve the following basic shell scri   | shell              1.00 | ✓
Write a JavaScript function that takes a number as   | lua-upy            1.00 | ✗ (target=shell)
Complete the following code to print a 2D array pa   | python             1.00 | ✗ (target=shell)
Create a C program to read in a 3x3 matrix compose   | math               1.00 | ✗ (target=shell)
What is the maximum size of a virtual memory addre   | reasoning          0.97 | ✗ (target=shell)
Write a shell script to print all the environment    | shell              1.00 | ✓
What are some common applications of analogue elec   | electronics        0.99 | ✗ (target=spice)
What are some challenges in designing high-perform   | electronics        0.98 | ✗ (target=spice)
Comment modéliser un transformateur idéal vs réel    | typescript         0.97 | ✗ (target=spice)
How does noise affect analogue circuits compared t   | electronics        0.99 | ✗ (target=spice)
How do engineers handle bandwidth limitations in a   | kicad-pcb          0.99 | ✗ (target=spice)
What are some common types of amplifiers used in e   | electronics        0.99 | ✗ (target=spice)
What are some common applications of current mirro   | docker             1.00 | ✗ (target=spice)
What are the advantages of using a 4‑pole active f   | rust               0.90 | ✗ (target=spice)
What role does gate‑to‑source threshold voltage (V   | kicad-pcb          1.00 | ✗ (target=spice)
How does an op‑amp configured as a non‑inverting a   | spice-sim          0.98 | ✗ (target=spice)
What are some common types of feedback loops used    | typescript         0.96 | ✗ (target=spice)
How do analogue and digital circuits approach powe   | electronics        0.99 | ✗ (target=spice)
What are some key considerations when designing an   | electronics        1.00 | ✗ (target=spice)
How does an operational amplifier (op-amp) work in   | electronics        1.00 | ✗ (target=spice)
Where should I place a footswitch in a simple dist   | electronics        1.00 | ✗ (target=spice)
What is the purpose of the capacitor that sits bet   | electronics        0.98 | ✗ (target=spice)
How to plot the locus of poles vs a swept paramete   | lua-upy            0.98 | ✗ (target=spice)
What are some potential future applications of pre   | electronics        0.99 | ✗ (target=spice)
How can I troubleshoot more complex circuits that    | kicad-pcb          1.00 | ✗ (target=spice)
What circuit techniques can be used to preserve lo   | docker             0.87 | ✗ (target=spice)
What are some common issues you encounter when des   | electronics        1.00 | ✗ (target=spice)
What are some ethical considerations when designin   | emc                0.99 | ✗ (target=spice)
How can I add a simple LED indicator that lights u   | electronics        0.91 | ✗ (target=spice)
How does temperature affect the performance of a M   | spice-sim          0.99 | ✗ (target=spice)
How do you reduce noise in an analogue circuit?      | electronics        1.00 | ✗ (target=spice)
Why would an audio designer choose a voltage follo   | kicad-pcb          0.99 | ✗ (target=spice)
How does a current-controlled current source (CCCS   | kicad-pcb          0.99 | ✗ (target=spice)
How does noise affect analogue versus digital circ   | dsp                0.99 | ✗ (target=spice)
In a single‑supply non‑inverting amplifier, how do   | electronics        0.99 | ✗ (target=spice)
What role does input impedance play when connectin   | kicad-pcb          0.93 | ✗ (target=spice)
What safety precautions should I observe when sold   | spice-sim          0.98 | ✗ (target=spice)
How does an op-amp work?                             | electronics        1.00 | ✗ (target=spice)
What is a differential amplifier?                    | docker             0.97 | ✗ (target=spice)
Modèle SPICE pour câble coaxial 50 Ω — transmissio   | kicad-pcb          0.96 | ✗ (target=spice)
When using a tube amplifier, how does its own impe   | docker             0.94 | ✗ (target=spice)
How do amplifiers work?                              | electronics        1.00 | ✗ (target=spice)
How do amplifiers affect signal quality in analogu   | electronics        0.99 | ✗ (target=spice)
What is a voltage-controlled oscillator (VCO)?       | electronics        0.99 | ✗ (target=spice)
What specific circuit modifications or component s   | typescript         0.93 | ✗ (target=spice)
How do you design an analogue circuit for a simple   | electronics        1.00 | ✗ (target=spice)
What is a current-controlled current source (CCCS)   | kicad-pcb          0.96 | ✗ (target=spice)
What role does a footswitch play in a power‑on/off   | electronics        1.00 | ✗ (target=spice)
What is a voltage divider bias?                      | electronics        0.98 | ✗ (target=spice)
What is the role of a transistor in analog electro   | electronics        1.00 | ✗ (target=spice)
What is the difference between open circuit voltag   | electronics        1.00 | ✗ (target=spice)
When designing a non‑inverting stage powered from    | electronics        1.00 | ✗ (target=spice)
Can you explain how operational amplifiers (op-amp   | electronics        0.99 | ✗ (target=spice)
In what ways do active filters enhance the functio   | dsp                1.00 | ✗ (target=spice)
What factors contribute to design difficulty in an   | electronics        0.98 | ✗ (target=spice)
How does a band-stop filter work?                    | electronics        0.95 | ✗ (target=spice)
How do engineers handle thermal stability in analo   | electronics        0.99 | ✗ (target=spice)
What factors affect the performance of an amplifie   | electronics        0.98 | ✗ (target=spice)
How does the shape of the output waveform change a   | kicad-pcb          0.99 | ✗ (target=spice)
How can I experimentally compare the clipping beha   | electronics        0.99 | ✗ (target=spice)
What are the most effective techniques for maximiz   | electronics        1.00 | ✗ (target=spice)
How do analog circuits handle precision?             | electronics        1.00 | ✗ (target=spice)
What role do operational amplifiers (op-amps) play   | electronics        0.99 | ✗ (target=spice)
How can op-amps be configured for different functi   | electronics        0.99 | ✗ (target=spice)
How does a voltage follower work?                    | electronics        1.00 | ✗ (target=spice)
Adjust .options reltol abstol vntol pour convergen   | power              0.97 | ✗ (target=spice)
What techniques can be used to ensure that the res   | spice-sim          0.99 | ✗ (target=spice)
How does a filter circuit work?                      | electronics        0.99 | ✗ (target=spice)
What are some common types of transistors used in    | electronics        1.00 | ✗ (target=spice)
**
What gain architecture should I use if I want t   | math               0.98 | ✗ (target=spice)
**
When designing a pedal that will be used in par   | kicad-pcb          0.99 | ✗ (target=spice)
How does the choice of component values affect the   | typescript         0.94 | ✗ (target=spice)
How do you design an analogue circuit for a simple   | electronics        0.99 | ✗ (target=spice)
How does component tolerance affect the design and   | emc                0.97 | ✗ (target=spice)
How does a current-controlled voltage source (CCVS   | kicad-pcb          0.99 | ✗ (target=spice)
How do I accurately determine if my DIY circuit re   | spice-sim          0.99 | ✗ (target=spice)
I just finished wiring a simple distortion circuit   | emc                0.97 | ✗ (target=spice)
How do temperature variations influence the perfor   | kicad-pcb          0.95 | ✗ (target=spice)
How does the presence of noise affect the performa   | electronics        0.99 | ✗ (target=spice)
Comment paramétrer une simulation de durée variabl   | chat-fr            1.00 | ✗ (target=spice)
How do active components, particularly operational   | electronics        0.95 | ✗ (target=spice)
What is a voltage follower?                          | electronics        0.99 | ✗ (target=spice)
What are the practical implications of using a sil   | sql                0.98 | ✗ (target=spice)
How can I fine‑tune the *amount* of distortion my    | emc                1.00 | ✗ (target=spice)
How do analogue electronic circuits handle compone   | electronics        0.98 | ✗ (target=spice)
2) What are the primary applications of analog cir   | electronics        1.00 | ✗ (target=spice)
What is the interaction between coupling capacitor   | typescript         0.98 | ✗ (target=spice)
How do analogue circuits compare to digital circui   | dsp                1.00 | ✗ (target=spice)
What is the role of a coupling capacitor in shapin   | kicad-pcb          0.99 | ✗ (target=spice)
Simulation harmonic balance en SPICE RF              | spice              0.91 | ✓
How do you classify analogue circuits?               | dsp                1.00 | ✗ (target=spice)
How do you design an analogue integrator circuit?    | electronics        0.99 | ✗ (target=spice)
How can I design the power architecture of a multi   | emc                0.99 | ✗ (target=spice)
What is the importance of precision circuits in mo   | electronics        0.98 | ✗ (target=spice)
How do engineers handle signal integrity issues in   | kicad-pcb          1.00 | ✗ (target=spice)
How can I identify if a polarized capacitor or dio   | electronics        0.96 | ✗ (target=spice)
What is an inverting amplifier?                      | electronics        1.00 | ✗ (target=spice)
How has automation impacted the design process of    | electronics        0.97 | ✗ (target=spice)
What is the purpose of adding a capacitor to the v   | electronics        1.00 | ✗ (target=spice)
How does a non-inverting amplifier work?             | electronics        1.00 | ✗ (target=spice)
What impact does each diode type have on the harmo   | kicad-pcb          0.97 | ✗ (target=spice)
How does feedback affect the precision of an analo   | kicad-pcb          0.98 | ✗ (target=spice)
How do you design an analogue circuit for a simple   | electronics        1.00 | ✗ (target=spice)
Simulate a low-pass filter en NGSPICE avec corner    | dsp                1.00 | ✗ (target=spice)
Use XSPICE code models pour signal mixé              | dsp                0.99 | ✗ (target=spice)
How does the choice of op‑amp affect the bandwidth   | reasoning          0.98 | ✗ (target=spice)
What is a filter circuit?                            | electronics        0.98 | ✗ (target=spice)
How to perform Monte Carlo analysis in SPICE for t   | spice-sim          1.00 | ✗ (target=spice)
Comment ajouter un bruit blanc gaussien en source    | chat-fr            1.00 | ✗ (target=spice)
What are some common applications of transimpedanc   | docker             0.96 | ✗ (target=spice)
How can I experiment with different transistor typ   | electronics        0.99 | ✗ (target=spice)
What specific challenges do analogue circuits face   | electronics        0.99 | ✗ (target=spice)
How do digital circuits differ in handling noise c   | dsp                0.99 | ✗ (target=spice)
What role do precision circuits play in industrial   | electronics        0.99 | ✗ (target=spice)
How do circuit simulators like SPICE contribute to   | spice-sim          1.00 | ✗ (target=spice)
How does the intrinsic gain (β) of a bipolar junct   | kicad-pcb          1.00 | ✗ (target=spice)
**
In what scenarios might a designer choose not t   | music-audio        0.96 | ✗ (target=spice)
What are the detailed thermal considerations when    | spice-sim          0.97 | ✗ (target=spice)
**
I’m trying to add a switch that lets me toggle    | electronics        0.99 | ✗ (target=spice)
What is a voltage-controlled voltage source (VCVS)   | power              0.99 | ✗ (target=spice)
What is the significance of signal amplitude in an   | web-frontend       0.96 | ✗ (target=spice)
How does voltage divider bias work?                  | electronics        0.99 | ✗ (target=spice)
Use a behavioral source (B element) in NGSPICE for   | dsp                0.97 | ✗ (target=spice)
Pourquoi ma simulation NGSPICE ne converge pas ?     | spice-sim          1.00 | ✗ (target=spice)
How does an op-amp achieve high open-loop voltage    | docker             1.00 | ✗ (target=spice)
How do active elements like transistors influence    | electronics        0.99 | ✗ (target=spice)
How can I minimize noise in an analogue circuit?     | electronics        0.99 | ✗ (target=spice)
How do analogue electronic circuits handle multipl   | electronics        1.00 | ✗ (target=spice)
Comment écrire un .subckt pour un AOP TL081 en NGS   | chat-fr            0.99 | ✗ (target=spice)
What is a voltage divider?                           | power              1.00 | ✗ (target=spice)
Modèle SPICE Berkeley BSIM4 pour MOSFET 65nm         | electronics        0.97 | ✗ (target=spice)
**
I’m building an effects pedal that uses an LED    | electronics        0.99 | ✗ (target=spice)
How do we classify analogue electronic circuits? A   | dsp                0.99 | ✗ (target=spice)
What are some common challenges in designing analo   | electronics        0.98 | ✗ (target=spice)
How does the LED forward voltage affect the point    | power              0.98 | ✗ (target=spice)
Run a worst-case analysis with min/max parameters    | math               0.99 | ✗ (target=spice)
What are some common applications of voltage divid   | power              0.98 | ✗ (target=spice)
What role does the output coupling capacitor play    | kicad-pcb          0.98 | ✗ (target=spice)
How are analogue circuits designed and analyzed?     | electronics        0.99 | ✗ (target=spice)
SPICE batch run — multiple .cir files via Python w   | spice-sim          1.00 | ✗ (target=spice)
What are some common challenges in designing high-   | dsp                0.99 | ✗ (target=spice)
I’d like to experiment with different clipping cha   | rust               0.95 | ✗ (target=spice)
Mesure de THD avec .four 1k 9 — interpréter résult   | shell              1.00 | ✗ (target=spice)
Can adding an RC snubber across the output stage o   | electronics        0.99 | ✗ (target=spice)
How can I choose the right transistor for building   | sql                0.97 | ✗ (target=spice)
Modélisation IBIS-SPICE d'un buffer DDR              | spice-sim          0.93 | ✗ (target=spice)
4) What is an operational amplifier (op-amp), and    | electronics        1.00 | ✗ (target=spice)
Show origin and destination for flights with price   | kicad-pcb          0.98 | ✗ (target=sql)
How many trips started from Mountain View city and   | docker             1.00 | ✗ (target=sql)
What is the name of the youngest editor?             | reasoning          1.00 | ✗ (target=sql)
List every album whose title starts with A in alph   | sql                1.00 | ✓
Show the draft pick numbers and draft classes of p   | sql                1.00 | ✓
Find the first name and major of the students who    | docker             1.00 | ✗ (target=sql)
Find the name and salary of instructors whose sala   | math               1.00 | ✗ (target=sql)
Find the day in which the difference between the m   | reasoning          1.00 | ✗ (target=sql)
List the countries that have more than one mountai   | docker             0.99 | ✗ (target=sql)
Show card type codes with at least 5 cards.          | typescript         0.99 | ✗ (target=sql)
Show all customer ids and the number of accounts f   | sql                1.00 | ✓
How many different advisors are listed?              | reasoning          0.99 | ✗ (target=sql)
What is the first name, last name, and phone of th   | docker             0.98 | ✗ (target=sql)
List the titles of all items in alphabetic order .   | python             1.00 | ✗ (target=sql)
List all player names who have an overall rating h   | sql                1.00 | ✓
Return all the apartment numbers sorted by the roo   | python             1.00 | ✗ (target=sql)
Show order ids and the number of products in each    | sql                1.00 | ✓
Find the names of all artists that have "a" in the   | music-audio        0.99 | ✗ (target=sql)
What is the customer first, last name and id with    | sql                1.00 | ✓
Show all card type codes and the number of custome   | typescript         1.00 | ✗ (target=sql)
For each city, return the highest latitude among i   | docker             1.00 | ✗ (target=sql)
List the names of mountains that do not have any c   | docker             0.98 | ✗ (target=sql)
Find the name and email of the users who have more   | sql                1.00 | ✓
How many games are free of injury accidents?         | docker             0.99 | ✗ (target=sql)
What is the entry name of the most expensive catal   | docker             1.00 | ✗ (target=sql)
Show the flight number of flights with three lowes   | python             1.00 | ✗ (target=sql)
Find the accreditation level that more than 3 phon   | docker             0.93 | ✗ (target=sql)
Hom many albums does the artist "Metallica" have?    | reasoning          0.99 | ✗ (target=sql)
List the total number of horses on farms in ascend   | docker             1.00 | ✗ (target=sql)
List title of albums have the number of tracks gre   | sql                1.00 | ✓
Show student ids for all male students.              | sql                1.00 | ✓
List the name of albums that are released by ariti   | docker             0.98 | ✗ (target=sql)
Show the status of the city that has hosted the gr   | docker             1.00 | ✗ (target=sql)
Show all card type codes.                            | typescript         0.99 | ✗ (target=sql)
Please show the different statuses, ordered by the   | reasoning          1.00 | ✗ (target=sql)
Find the name and id of the good with the highest    | sql                1.00 | ✓
Give me ids for all the trip that took place in a    | docker             0.99 | ✗ (target=sql)
What is the theme and artist name for the exhibiti   | docker             0.99 | ✗ (target=sql)
Show origins of all flights with destination Honol   | docker             0.97 | ✗ (target=sql)
Find the id of instructors who taught a class in F   | python             0.99 | ✗ (target=sql)
Show the id and salary of Mark Young.                | docker             1.00 | ✗ (target=sql)
List all church names in descending order of openi   | docker             1.00 | ✗ (target=sql)
What is title of album which track Balls to the Wa   | docker             0.99 | ✗ (target=sql)
Find the number and averaged salary of all instruc   | sql                1.00 | ✓
List the name and residence for players whose occu   | docker             1.00 | ✗ (target=sql)
What is the theme, date, and attendance for the ex   | docker             0.99 | ✗ (target=sql)
Show the season, the player, and the name of the c   | docker             1.00 | ✗ (target=sql)
Find the name of tracks which are in both Movies a   | power              0.99 | ✗ (target=sql)
List every album ordered by album title in ascendi   | sql                1.00 | ✓
Show the name of employees with three lowest salar   | sql                1.00 | ✓
List the most common type of Status across cities.   | typescript         0.99 | ✗ (target=sql)
Find names of instructors with salary greater than   | docker             1.00 | ✗ (target=sql)
What are the hosts of competitions whose theme is    | docker             0.99 | ✗ (target=sql)
Show names for all aircrafts with distances more t   | python             1.00 | ✗ (target=sql)
Find the name and email for the users who have mor   | sql                1.00 | ✓
Show the start dates and end dates of all the apar   | python             1.00 | ✗ (target=sql)
List all of the player ids with a height of at lea   | yaml-json          0.98 | ✗ (target=sql)
List the names of all music genres.                  | music-audio        1.00 | ✗ (target=sql)
Show names for all employees with salary more than   | sql                1.00 | ✓
What is the primary conference of the school that    | reasoning          0.99 | ✗ (target=sql)
What are all the customer phone numbers under the    | docker             0.99 | ✗ (target=sql)
List the names of all players who have a crossing    | rust               0.95 | ✗ (target=sql)
What is Astrid Gruber's email and phone number?      | python             0.99 | ✗ (target=sql)
What is the total and minimum enrollment of all sc   | sql                1.00 | ✓
Find the number of followers for each user.          | python             1.00 | ✗ (target=sql)
Which catalog publisher has published the most cat   | sql                1.00 | ✓
Find out 5 customers who most recently purchased s   | sql                1.00 | ✓
Find the pixels of the screen modes that are used    | kicad-pcb          0.94 | ✗ (target=sql)
Find the name of the user who has the largest numb   | docker             1.00 | ✗ (target=sql)
Find the names of all the catalog entries.           | docker             1.00 | ✗ (target=sql)
Show the customer id and number of accounts with m   | sql                1.00 | ✓
Find out the top 10 customers by total number of o   | sql                1.00 | ✓
List the states where both the secretary of 'Treas   | python             0.98 | ✗ (target=sql)
Show the invoice number and the number of transact   | math               0.99 | ✗ (target=sql)
What is the name of the artist who joined latest?    | music-audio        0.99 | ✗ (target=sql)
List the nominees that have been nominated more th   | docker             1.00 | ✗ (target=sql)
List the names and buildings of all departments so   | docker             0.99 | ✗ (target=sql)
Show flight number for all flights with more than    | sql                0.99 | ✓
Show the most common apartment type code among apa   | python             1.00 | ✗ (target=sql)
Please list all album titles in alphabetical order   | docker             1.00 | ✗ (target=sql)
What is the average latitude and longitude of stat   | docker             1.00 | ✗ (target=sql)
Which enzyme names have the substring "ALA"?         | reasoning          0.95 | ✗ (target=sql)
Which destination has least number of flights?       | sql                1.00 | ✓
Find the name of the user who tweeted more than on   | docker             1.00 | ✗ (target=sql)
List the snatch score and clean jerk score of body   | docker             1.00 | ✗ (target=sql)
Show name and distance for all aircrafts.            | python             0.99 | ✗ (target=sql)
What are the ids of stations that are located in S   | docker             0.97 | ✗ (target=sql)
Show the players and years played for players from   | python             0.99 | ✗ (target=sql)
What are the names of body builders whose total sc   | docker             1.00 | ✗ (target=sql)
List the name of tracks belongs to genre Rock or m   | music-audio        1.00 | ✗ (target=sql)
Show names of musicals and the number of actors wh   | reasoning          1.00 | ✗ (target=sql)
What are the id of students who registered courses   | docker             0.96 | ✗ (target=sql)
Comment faire un git rebase interactive en SQL mig   | sql                1.00 | ✓
Find the names of all instructors in computer scie   | python             0.99 | ✗ (target=sql)
List the top 5 genres by number of tracks. List ge   | docker             0.99 | ✗ (target=sql)
Show the product ids and the number of unique orde   | sql                1.00 | ✓
List in alphabetic order the names of all distinct   | python             1.00 | ✗ (target=sql)
How many debates are there?                          | reasoning          1.00 | ✗ (target=sql)
List the names of all left-footed players who have   | docker             0.98 | ✗ (target=sql)
List the hardware model name for the phons that we   | typescript         0.95 | ✗ (target=sql)
Show different locations and the number of perform   | music-audio        0.98 | ✗ (target=sql)
Return the apartment number with the largest numbe   | python             1.00 | ✗ (target=sql)
Show the facility codes of apartments with more th   | python             0.97 | ✗ (target=sql)
What is the maximum and minimum height of all play   | docker             0.99 | ✗ (target=sql)
Show the season, the player, and the name of the t   | docker             1.00 | ✗ (target=sql)
Find the semester and year which has the least num   | python             1.00 | ✗ (target=sql)
What is the average unit price of all the tracks?    | docker             0.99 | ✗ (target=sql)
Find the total and average amount of settlements.    | math               1.00 | ✗ (target=sql)
Find the names of the products with length smaller   | python             0.99 | ✗ (target=sql)
How many transaction does each account have? Show    | reasoning          1.00 | ✗ (target=sql)
Show the id, the account name, and other account d   | sql                1.00 | ✓
What is the average duration in milliseconds of tr   | music-audio        0.99 | ✗ (target=sql)
Show the locations that have at least two performa   | docker             0.96 | ✗ (target=sql)
What is the id of the trip that has the shortest d   | docker             0.99 | ✗ (target=sql)
What are the title and issues of the books?          | docker             0.99 | ✗ (target=sql)
What is the name of the customer who has made the    | reasoning          1.00 | ✗ (target=sql)
What are the booking start and end dates of the ap   | docker             0.99 | ✗ (target=sql)
Find the name and salary of instructors who are ad   | math               1.00 | ✗ (target=sql)
List the phone numbers of all employees.             | docker             0.99 | ✗ (target=sql)
Find the total number of students and total number   | python             1.00 | ✗ (target=sql)
What is the last name of the youngest student?       | docker             1.00 | ✗ (target=sql)
Find all phones that have word 'Full' in their acc   | dsp                0.95 | ✗ (target=sql)
Please show the most common age of editors.          | docker             0.99 | ✗ (target=sql)
How many different courses offered by Physics depa   | docker             0.99 | ✗ (target=sql)
How many different kinds of information sources ar   | typescript         1.00 | ✗ (target=sql)
Show the first name and last name for the customer   | sql                1.00 | ✓
List the name of playlist which has number of trac   | docker             0.99 | ✗ (target=sql)
What is the total and maximum duration of trips wi   | math               0.97 | ✗ (target=sql)
Show the enrollment and primary_conference of the    | sql                1.00 | ✓
Find the ids and names of members who are under ag   | sql                1.00 | ✓
Show all information about each body builder.        | docker             1.00 | ✗ (target=sql)
List the name of the company that produced more th   | docker             0.97 | ✗ (target=sql)
Count the number of rooms that are not in the Lamb   | sql                0.99 | ✓
Find the total student enrollment for different af   | sql                1.00 | ✓
Show the id, name of each editor and the number of   | sql                0.99 | ✓
What are the album titles for albums containing bo   | docker             0.99 | ✗ (target=sql)
How many artists are above age 46 and joined after   | music-audio        1.00 | ✗ (target=sql)
Show the names of people who have been on the nega   | docker             1.00 | ✗ (target=sql)
Show the names of members and the location of the    | docker             0.98 | ✗ (target=sql)
Find the title of all the albums of the artist "AC   | reasoning          0.98 | ✗ (target=sql)
How many students are there?                         | docker             1.00 | ✗ (target=sql)
List official names of cities in descending order    | docker             1.00 | ✗ (target=sql)
List all the model names sorted by their launch ye   | docker             1.00 | ✗ (target=sql)
What is the 3 most common cloud cover rates in the   | docker             0.98 | ✗ (target=sql)
Show the names of people that are on affirmative s   | docker             0.98 | ✗ (target=sql)
Show the names of editors and the theme of journal   | reasoning          0.99 | ✗ (target=sql)
How many allergies are there?                        | reasoning          1.00 | ✗ (target=sql)
Find the Char cells, Pixels and Hardware colours f   | python             0.98 | ✗ (target=sql)
Find the name of the company that has the least nu   | reasoning          1.00 | ✗ (target=sql)
What are the names of stations that are located in   | docker             0.99 | ✗ (target=sql)
Show the party that has the most people.             | docker             1.00 | ✗ (target=sql)
Show theme and year for all exhibitions with ticke   | docker             0.99 | ✗ (target=sql)
What is the name of tracks whose genre is Rock?      | music-audio        1.00 | ✗ (target=sql)
Show all allergies with type food.                   | typescript         1.00 | ✗ (target=sql)
Show all artist names and the number of exhibition   | sql                0.97 | ✓
List all information regarding the basketball matc   | docker             0.97 | ✗ (target=sql)
How many races are there?                            | docker             1.00 | ✗ (target=sql)
How many games has each stadium held?                | reasoning          0.99 | ✗ (target=sql)
How many different users wrote some reviews?         | docker             1.00 | ✗ (target=sql)
Find all the policy types that are used by more th   | docker             0.99 | ✗ (target=sql)
What are the names of countries that have both pla   | docker             0.97 | ✗ (target=sql)
Implement DMA transfer pour ADC en STM32 HAL         | embedded           1.00 | ✗ (target=stm32)
Create an array from elements 0 to 10 in JavaScrip   | docker             1.00 | ✗ (target=typescript)
Implement a function in JavaScript that flips a gi   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript code snippet to print the numbe   | docker             1.00 | ✗ (target=typescript)
Create a React component that renders the provided   | web-frontend       1.00 | ✗ (target=typescript)
Write a code in ReactJS that renders the title of    | web-frontend       1.00 | ✗ (target=typescript)
What is a callback function in JavaScript?           | lua-upy            1.00 | ✗ (target=typescript)
Create a React component to accept a list of items   | web-frontend       1.00 | ✗ (target=typescript)
Write a JavaScript function to filter out all fals   | lua-upy            1.00 | ✗ (target=typescript)
Create a function in JavaScript to subtract two da   | lua-upy            1.00 | ✗ (target=typescript)
Convert the following JavaScript code to valid C++   | cpp                1.00 | ✗ (target=typescript)
Create a Javascript object that can generate a ran   | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript program to capitalize each wor   | lua-upy            1.00 | ✗ (target=typescript)
Write a React component to render a table with 4 c   | web-frontend       1.00 | ✗ (target=typescript)
Suggest a completion to the following React compon   | web-frontend       1.00 | ✗ (target=typescript)
Write a function definition in JavaScript that cal   | lua-upy            1.00 | ✗ (target=typescript)
List the books in alphabetical order using JavaScr   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript program to compare two given st   | lua-upy            1.00 | ✗ (target=typescript)
Rewrite the following javascript code such that it   | docker             1.00 | ✗ (target=typescript)
Given a JavaScript string, replace all instances o   | lua-upy            1.00 | ✗ (target=typescript)
Complete the following task: Create a function in    | lua-upy            1.00 | ✗ (target=typescript)
Write a React component to show the current date.    | web-frontend       1.00 | ✗ (target=typescript)
Modify the following Javascript code to check if a   | lua-upy            1.00 | ✗ (target=typescript)
Use the following JSON data and write a JavaScript   | python             1.00 | ✗ (target=typescript)
Design a JavaScript function that can convert any    | lua-upy            1.00 | ✗ (target=typescript)
Convert the following array of strings to an array   | docker             1.00 | ✗ (target=typescript)
Explain the difference between interface and abstr   | typescript         1.00 | ✓
Create a Node.js server that serves up a webpage w   | web-backend        1.00 | ✗ (target=typescript)
Write a JavaScript program that prints all the eve   | lua-upy            1.00 | ✗ (target=typescript)
How would you capitalize the first letter of a str   | lua-upy            1.00 | ✗ (target=typescript)
Write a regular expression in JavaScript to find a   | lua-upy            1.00 | ✗ (target=typescript)
Assign a variable 'name' with a value of your choi   | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript function that finds the shorte   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript function to check if a string e   | lua-upy            1.00 | ✗ (target=typescript)
Create an API endpoint in Node.js that would accep   | web-backend        1.00 | ✗ (target=typescript)
Create a function in JavaScript that takes an arra   | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript function that takes an array o   | lua-upy            1.00 | ✗ (target=typescript)
Add comments to the following JavaScript code that   | lua-upy            1.00 | ✗ (target=typescript)
Given a sentence, remove all punctuation using Jav   | sql                1.00 | ✗ (target=typescript)
Write a JavaScript function to compare two numbers   | lua-upy            1.00 | ✗ (target=typescript)
Create a program in JavaScript to calculate the ar   | lua-upy            1.00 | ✗ (target=typescript)
Create an array of 8 string objects in JavaScript    | lua-upy            1.00 | ✗ (target=typescript)
Create a JavaScript class to generate random numbe   | lua-upy            1.00 | ✗ (target=typescript)
How to remove the first and last characters from a   | docker             1.00 | ✗ (target=typescript)
Create a web page with a JavaScript function to se   | html-css           1.00 | ✗ (target=typescript)
You need to edit a given code in JavaScript to add   | html-css           1.00 | ✗ (target=typescript)
Create a JavaScript function to get the highest va   | docker             1.00 | ✗ (target=typescript)
Create a method in JavaScript to convert a string    | lua-upy            1.00 | ✗ (target=typescript)`torch_dtype` is deprecated! Use `dtype` instead!

Write a JavaScript code that returns the current d   | lua-upy            1.00 | ✗ (target=typescript)
Create a React component that displays a form with   | web-frontend       1.00 | ✗ (target=typescript)
Write a JavaScript program to check whether two or   | lua-upy            1.00 | ✗ (target=typescript)
Write a function in JavaScript to reorder the give   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript function to greet a user, given   | lua-upy            1.00 | ✗ (target=typescript)
Explain with a code snippet how to execute an AJAX   | docker             1.00 | ✗ (target=typescript)
Write a JavaScript expression to compute the remai   | rust               1.00 | ✗ (target=typescript)
Using JavaScript, create a function that takes two   | lua-upy            1.00 | ✗ (target=typescript)
Create an array variable in JavaScript for storing   | music-audio        1.00 | ✗ (target=typescript)
Write a JavaScript statement to delete the key-val   | lua-upy            1.00 | ✗ (target=typescript)
Debug the following JavaScript code which calculat   | lua-upy            1.00 | ✗ (target=typescript)
Write a recursive function in JS to traverse a mul   | lua-upy            1.00 | ✗ (target=typescript)
Write a JavaScript code snippet to check if a give   | lua-upy            1.00 | ✗ (target=typescript)
